user_id,plan_type,subscription_start,subscription_end,is_active_subscription,billing_period,amount_paid,currency,upgrade_from,downgrade_to,churn_reason
65,Free,2024-05-29,,0,,0.0,USD,,,
66,Pro Monthly,2024-05-01,,1,Monthly,15.0,USD,,,
67,Pro Monthly,2024-12-21,,1,Monthly,15.0,USD,,,
68,Teams,2024-06-06,,1,Monthly,15.0,USD,Pro Monthly,,
69,Free,2024-01-28,,0,,0.0,USD,,,
70,Pro Yearly,2024-07-15,,1,Yearly,150.0,USD,,,
71,Free,2024-10-17,,0,,0.0,USD,,,
72,Free,2024-03-10,,0,,0.0,USD,,,
73,Pro Monthly,2024-06-25,,1,Monthly,15.0,USD,,,
74,Free,2024-02-17,,0,,0.0,USD,,,
75,Pro Yearly,2024-10-20,2025-01-06,0,Yearly,150.0,USD,,,Low usage
76,Free,2024-06-22,,0,,0.0,USD,,,
77,Pro Yearly,2024-06-12,,1,Yearly,150.0,USD,,,
78,Free,2024-03-23,,0,,0.0,USD,,,
79,Free,2024-07-25,,0,,0.0,USD,,,
80,Teams,2024-09-17,2025-02-05,0,Monthly,30.0,USD,,,Switched tool
81,Free,2024-12-09,,0,,0.0,USD,,,
82,Pro Yearly,2024-06-12,,1,Yearly,150.0,USD,,,
83,Pro Monthly,2024-03-21,,1,Monthly,15.0,USD,,,
84,Free,2024-10-30,,0,,0.0,USD,,,
85,Free,2024-08-17,,0,,0.0,USD,,,
86,Pro Monthly,2024-09-28,,1,Monthly,15.0,USD,,,
87,Free,2024-02-05,,0,,0.0,USD,,,
88,Free,2024-04-24,,0,,0.0,USD,,,
89,Pro Monthly,2024-11-16,2025-01-17,0,Monthly,15.0,USD,,,Low usage
90,Free,2024-10-30,,0,,0.0,USD,,,
91,Free,2024-06-07,,0,,0.0,USD,,,
92,Teams,2024-11-05,2025-06-27,0,Monthly,15.0,USD,Pro Monthly,,Price too high
93,Free,2024-11-03,,0,,0.0,USD,,,
94,Free,2024-05-21,,0,,0.0,USD,,,
95,Pro Monthly,2025-01-05,2025-03-01,0,Monthly,15.0,USD,,,Low usage
96,Free,2024-04-15,,0,,0.0,USD,,,
97,Pro Yearly,2024-04-01,,1,Yearly,150.0,USD,,,
98,Free,2024-09-06,,0,,0.0,USD,,,
99,Pro Yearly,2024-09-22,,1,Yearly,150.0,USD,,,
100,Free,2024-02-21,,0,,0.0,USD,,,
101,Pro Yearly,2024-11-15,,1,Yearly,150.0,USD,,,
102,Free,2024-03-13,,0,,0.0,USD,,,
103,Free,2024-10-20,,0,,0.0,USD,,,
104,Pro Monthly,2024-02-15,2024-08-14,0,Monthly,15.0,USD,,,Switched tool
105,Pro Monthly,2024-10-25,,1,Monthly,15.0,USD,,,
106,Pro Monthly,2024-11-12,2025-05-25,0,Monthly,15.0,USD,,,Price too high
107,Free,2024-10-11,,0,,0.0,USD,,,
108,Free,2024-08-30,,0,,0.0,USD,,,
109,Pro Monthly,2024-07-26,,1,Monthly,15.0,USD,,,
110,Free,2024-09-14,,0,,0.0,USD,,,
111,Free,2024-04-11,,0,,0.0,USD,,,
112,Pro Monthly,2024-11-08,,1,Monthly,15.0,USD,,,
113,Free,2024-07-21,,0,,0.0,USD,,,
114,Free,2024-06-16,,0,,0.0,USD,,,
115,Free,2024-07-03,,0,,0.0,USD,,,
116,Pro Monthly,2024-09-02,2025-03-22,0,Monthly,15.0,USD,,,Price too high
117,Free,2024-01-14,,0,,0.0,USD,,,
118,Pro Monthly,2024-03-08,2024-06-11,0,Monthly,15.0,USD,,,Temporary need
119,Free,2024-03-30,,0,,0.0,USD,,,
120,Free,2024-02-11,,0,,0.0,USD,,,
121,Free,2024-06-09,,0,,0.0,USD,,,
122,Free,2024-08-31,,0,,0.0,USD,,,
123,Free,2024-08-26,,0,,0.0,USD,,,
124,Free,2024-06-20,,0,,0.0,USD,,,
125,Free,2024-11-08,,0,,0.0,USD,,,
126,Free,2024-07-25,,0,,0.0,USD,,,
127,Pro Monthly,2024-03-05,,1,Monthly,15.0,USD,,,
128,Free,2024-10-06,,0,,0.0,USD,,,
129,Pro Yearly,2024-08-16,2024-12-27,0,Yearly,150.0,USD,,,Price too high
130,Teams,2024-08-29,,1,Monthly,15.0,USD,Pro Monthly,,
131,Free,2024-07-25,,0,,0.0,USD,,,
132,Free,2024-07-21,,0,,0.0,USD,,,
133,Free,2024-02-03,,0,,0.0,USD,,,
134,Pro Yearly,2024-07-30,,1,Yearly,150.0,USD,,,
135,Pro Monthly,2024-10-22,,1,Monthly,15.0,USD,,,
136,Pro Yearly,2024-05-17,,1,Yearly,150.0,USD,,,
137,Free,2024-08-08,,0,,0.0,USD,,,
138,Free,2024-01-12,,0,,0.0,USD,,,
139,Free,2024-05-06,,0,,0.0,USD,,,
140,Pro Yearly,2024-07-13,,1,Yearly,150.0,USD,,,
141,Pro Monthly,2025-01-06,2025-04-01,0,Monthly,15.0,USD,,,Switched tool
142,Free,2024-03-19,,0,,0.0,USD,,,
143,Free,2024-04-10,,0,,0.0,USD,,,
144,Free,2024-05-29,,0,,0.0,USD,,,
145,Free,2024-12-28,,0,,0.0,USD,,,
146,Free,2024-11-07,,0,,0.0,USD,,,
147,Pro Monthly,2024-01-25,,1,Monthly,15.0,USD,,,
148,Pro Monthly,2024-04-10,2024-08-14,0,Monthly,15.0,USD,,,Billing issue
149,Pro Monthly,2024-11-20,,1,Monthly,15.0,USD,,,
150,Free,2024-01-22,,0,,0.0,USD,,,
151,Pro Yearly,2024-11-12,,1,Yearly,150.0,USD,,,
152,Free,2024-04-12,,0,,0.0,USD,,,
153,Pro Monthly,2024-12-11,2025-05-20,0,Monthly,15.0,USD,,,Price too high
154,Free,2024-04-17,,0,,0.0,USD,,,
155,Pro Monthly,2024-07-10,,1,Monthly,15.0,USD,,,
156,Free,2024-08-29,,0,,0.0,USD,,,
157,Pro Yearly,2024-03-29,,1,Yearly,150.0,USD,,,
158,Free,2024-07-22,,0,,0.0,USD,,,
159,Pro Monthly,2024-08-14,2024-10-10,0,Monthly,15.0,USD,,,Low usage
160,Pro Monthly,2024-11-08,,1,Monthly,15.0,USD,,,
161,Free,2024-12-29,,0,,0.0,USD,,,
162,Pro Monthly,2024-09-07,2025-04-20,0,Monthly,15.0,USD,,,Price too high
163,Free,2024-05-29,,0,,0.0,USD,,,
164,Pro Monthly,2024-07-08,2025-01-16,0,Monthly,15.0,USD,,,Switched tool
165,Pro Yearly,2024-06-30,,1,Yearly,150.0,USD,,,
166,Free,2024-10-24,,0,,0.0,USD,,,
167,Free,2024-04-27,,0,,0.0,USD,,,
168,Teams,2024-03-15,,1,Monthly,30.0,USD,,,
169,Free,2024-05-02,,0,,0.0,USD,,,
170,Pro Monthly,2024-02-20,,1,Monthly,15.0,USD,,,
171,Pro Monthly,2024-03-21,,1,Monthly,15.0,USD,,,
172,Teams,2024-02-22,,1,Monthly,30.0,USD,,,
173,Free,2024-10-08,,0,,0.0,USD,,,
174,Free,2024-09-20,,0,,0.0,USD,,,
175,Free,2024-09-11,,0,,0.0,USD,,,
176,Free,2024-06-17,,0,,0.0,USD,,,
177,Free,2024-09-18,,0,,0.0,USD,,,
178,Free,2024-02-28,,0,,0.0,USD,,,
179,Free,2024-11-24,,0,,0.0,USD,,,
180,Pro Monthly,2024-07-08,,1,Monthly,15.0,USD,,,
181,Teams,2025-01-11,2025-07-24,0,Monthly,30.0,USD,,,Temporary need
182,Free,2024-02-25,,0,,0.0,USD,,,
183,Free,2024-06-30,,0,,0.0,USD,,,
184,Free,2024-09-11,,0,,0.0,USD,,,
185,Pro Monthly,2024-07-03,2024-12-19,0,Monthly,15.0,USD,,,Price too high
186,Free,2024-06-11,,0,,0.0,USD,,,
187,Free,2024-03-01,,0,,0.0,USD,,,
188,Free,2024-05-19,,0,,0.0,USD,,,
189,Pro Monthly,2024-05-03,,1,Monthly,15.0,USD,,,
190,Free,2024-04-20,,0,,0.0,USD,,,
191,Free,2024-09-06,,0,,0.0,USD,,,
192,Free,2024-08-18,,0,,0.0,USD,,,
193,Free,2024-08-09,,0,,0.0,USD,,,
194,Pro Yearly,2024-05-23,,1,Yearly,150.0,USD,,,
195,Free,2024-12-16,,0,,0.0,USD,,,
196,Pro Monthly,2024-03-15,,1,Monthly,15.0,USD,,,
197,Pro Yearly,2024-06-15,2024-10-18,0,Yearly,150.0,USD,,,Price too high
198,Pro Monthly,2024-02-24,,1,Monthly,15.0,USD,,,
199,Free,2024-05-03,,0,,0.0,USD,,,
200,Pro Monthly,2024-12-22,,1,Monthly,15.0,USD,,,
201,Teams,2024-05-24,,1,Monthly,15.0,USD,Pro Monthly,,
202,Free,2024-11-27,,0,,0.0,USD,,,
203,Free,2024-06-29,,0,,0.0,USD,,,
204,Pro Yearly,2024-10-04,2025-04-01,0,Yearly,150.0,USD,,,Price too high
205,Pro Monthly,2024-07-12,,1,Monthly,15.0,USD,,,
206,Free,2024-04-07,,0,,0.0,USD,,,
207,Free,2024-10-05,,0,,0.0,USD,,,
208,Pro Yearly,2025-01-10,,1,Yearly,150.0,USD,,,
209,Free,2024-04-06,,0,,0.0,USD,,,
210,Free,2024-10-11,,0,,0.0,USD,,,
211,Teams,2024-04-14,2024-06-14,0,Monthly,30.0,USD,,,Switched tool
212,Free,2024-09-18,,0,,0.0,USD,,,
213,Free,2024-10-14,,0,,0.0,USD,,,
214,Free,2024-06-13,,0,,0.0,USD,,,
215,Free,2024-09-25,,0,,0.0,USD,,,
216,Pro Monthly,2024-05-14,,1,Monthly,15.0,USD,,,
217,Teams,2024-02-26,2024-10-12,0,Monthly,15.0,USD,Pro Monthly,,Switched tool
218,Free,2024-02-05,,0,,0.0,USD,,,
219,Free,2024-06-12,,0,,0.0,USD,,,
220,Free,2024-11-25,,0,,0.0,USD,,,
221,Free,2024-02-16,,0,,0.0,USD,,,
222,Pro Monthly,2024-07-12,,1,Monthly,15.0,USD,,,
223,Free,2024-09-13,,0,,0.0,USD,,,
224,Free,2024-03-14,,0,,0.0,USD,,,
225,Pro Yearly,2024-10-07,,1,Yearly,150.0,USD,,,
226,Free,2024-04-21,,0,,0.0,USD,,,
227,Free,2024-10-22,,0,,0.0,USD,,,
228,Free,2024-07-30,,0,,0.0,USD,,,
229,Free,2024-07-18,,0,,0.0,USD,,,
230,Pro Monthly,2024-03-31,,1,Monthly,15.0,USD,,,
231,Pro Monthly,2024-07-01,,1,Monthly,15.0,USD,,,
232,Free,2024-11-08,,0,,0.0,USD,,,
233,Free,2024-01-08,,0,,0.0,USD,,,
234,Pro Yearly,2024-10-19,2024-12-04,0,Yearly,150.0,USD,,,Switched tool
235,Free,2024-06-28,,0,,0.0,USD,,,
236,Pro Yearly,2024-10-03,2025-02-01,0,Yearly,150.0,USD,,,Billing issue
237,Free,2024-08-30,,0,,0.0,USD,,,
238,Free,2024-06-06,,0,,0.0,USD,,,
239,Free,2024-04-22,,0,,0.0,USD,,,
240,Pro Monthly,2024-09-22,,1,Monthly,15.0,USD,,,
241,Free,2024-02-21,,0,,0.0,USD,,,
242,Free,2024-08-01,,0,,0.0,USD,,,
243,Pro Monthly,2024-02-13,,1,Monthly,15.0,USD,,,
244,Free,2024-08-25,,0,,0.0,USD,,,
245,Free,2024-08-17,,0,,0.0,USD,,,
246,Pro Monthly,2024-03-03,2024-08-29,0,Monthly,15.0,USD,,,Billing issue
247,Pro Monthly,2024-10-12,,1,Monthly,15.0,USD,,,
248,Free,2024-05-31,,0,,0.0,USD,,,
249,Free,2024-10-14,,0,,0.0,USD,,,
250,Free,2024-01-16,,0,,0.0,USD,,,
251,Free,2024-03-06,,0,,0.0,USD,,,
252,Free,2024-06-29,,0,,0.0,USD,,,
253,Free,2024-03-09,,0,,0.0,USD,,,
254,Free,2024-04-30,,0,,0.0,USD,,,
255,Free,2024-08-29,,0,,0.0,USD,,,
256,Free,2024-02-22,,0,,0.0,USD,,,
257,Teams,2024-10-16,,1,Monthly,30.0,USD,,,
258,Pro Monthly,2024-02-11,,1,Monthly,15.0,USD,,,
259,Free,2024-03-04,,0,,0.0,USD,,,
260,Free,2024-08-02,,0,,0.0,USD,,,
261,Pro Yearly,2024-11-23,,1,Yearly,150.0,USD,,,
262,Pro Yearly,2024-04-01,2024-09-30,0,Yearly,150.0,USD,,,Low usage
263,Free,2024-04-19,,0,,0.0,USD,,,
264,Free,2024-12-03,,0,,0.0,USD,,,
265,Pro Yearly,2025-01-14,,1,Yearly,150.0,USD,,,
266,Pro Monthly,2024-08-15,2025-01-15,0,Monthly,15.0,USD,,,Switched tool
267,Pro Monthly,2024-07-06,,1,Monthly,15.0,USD,,,
268,Teams,2024-05-13,2024-06-13,0,Monthly,15.0,USD,Pro Monthly,,Price too high
269,Pro Yearly,2024-08-28,,1,Yearly,150.0,USD,,,
270,Pro Monthly,2024-08-29,,1,Monthly,15.0,USD,,,
271,Pro Monthly,2024-04-20,,1,Monthly,15.0,USD,,,
272,Free,2024-01-09,,0,,0.0,USD,,,
273,Pro Monthly,2024-03-26,,1,Monthly,15.0,USD,,,
274,Pro Monthly,2025-01-24,,1,Monthly,15.0,USD,,,
275,Pro Monthly,2024-07-07,,1,Monthly,15.0,USD,,,
276,Teams,2024-07-16,,1,Monthly,30.0,USD,,,
277,Pro Yearly,2024-08-01,,1,Yearly,150.0,USD,,,
278,Free,2024-10-12,,0,,0.0,USD,,,
279,Free,2024-01-24,,0,,0.0,USD,,,
280,Pro Monthly,2024-03-05,,1,Monthly,15.0,USD,,,
281,Teams,2024-04-23,,1,Monthly,30.0,USD,,,
282,Pro Monthly,2024-07-16,,1,Monthly,15.0,USD,,,
283,Teams,2024-09-14,,1,Monthly,15.0,USD,Pro Monthly,,
284,Free,2024-06-28,,0,,0.0,USD,,,
285,Free,2024-06-10,,0,,0.0,USD,,,
286,Free,2024-12-08,,0,,0.0,USD,,,
287,Teams,2024-03-03,2024-09-04,0,Monthly,15.0,USD,Pro Monthly,,Billing issue
288,Free,2024-07-27,,0,,0.0,USD,,,
289,Teams,2024-08-19,,1,Monthly,15.0,USD,Pro Monthly,,
290,Pro Monthly,2024-07-05,2024-12-24,0,Monthly,15.0,USD,,,Switched tool
291,Pro Monthly,2024-11-03,,1,Monthly,15.0,USD,,,
292,Pro Yearly,2024-04-19,,1,Yearly,150.0,USD,,,
293,Free,2024-12-14,,0,,0.0,USD,,,
294,Free,2024-05-01,,0,,0.0,USD,,,
295,Pro Yearly,2024-08-25,2024-11-02,0,Yearly,150.0,USD,,,Switched tool
296,Pro Yearly,2024-08-03,,1,Yearly,150.0,USD,,,
297,Free,2024-11-06,,0,,0.0,USD,,,
298,Free,2024-06-09,,0,,0.0,USD,,,
299,Pro Monthly,2024-05-27,,1,Monthly,15.0,USD,,,
300,Free,2024-01-08,,0,,0.0,USD,,,
301,Teams,2024-05-24,2024-10-05,0,Monthly,30.0,USD,,,Switched tool
302,Free,2024-10-28,,0,,0.0,USD,,,
303,Free,2024-01-04,,0,,0.0,USD,,,
304,Pro Monthly,2025-01-05,,1,Monthly,15.0,USD,,,
305,Pro Monthly,2024-08-15,,1,Monthly,15.0,USD,,,
306,Free,2024-02-21,,0,,0.0,USD,,,
307,Pro Yearly,2024-05-09,,1,Yearly,150.0,USD,,,
308,Free,2024-07-21,,0,,0.0,USD,,,
309,Free,2024-04-25,,0,,0.0,USD,,,
310,Free,2024-02-09,,0,,0.0,USD,,,
311,Pro Monthly,2024-09-12,,1,Monthly,15.0,USD,,,
312,Free,2024-09-02,,0,,0.0,USD,,,
313,Free,2024-02-13,,0,,0.0,USD,,,
314,Teams,2024-04-15,,1,Monthly,30.0,USD,,,
315,Pro Yearly,2024-04-13,,1,Yearly,150.0,USD,,,
316,Teams,2024-09-24,2025-03-14,0,Monthly,30.0,USD,,,Temporary need
317,Free,2024-09-23,,0,,0.0,USD,,,
318,Pro Monthly,2024-10-08,2024-11-28,0,Monthly,15.0,USD,,,Temporary need
319,Pro Monthly,2024-12-16,,1,Monthly,15.0,USD,,,
320,Free,2024-10-07,,0,,0.0,USD,,,
321,Free,2024-04-27,,0,,0.0,USD,,,
322,Free,2024-02-09,,0,,0.0,USD,,,
323,Free,2024-08-12,,0,,0.0,USD,,,
324,Free,2024-11-30,,0,,0.0,USD,,,
325,Free,2024-12-21,,0,,0.0,USD,,,
326,Free,2024-03-25,,0,,0.0,USD,,,
327,Free,2024-03-27,,0,,0.0,USD,,,
328,Free,2024-01-14,,0,,0.0,USD,,,
329,Free,2024-02-21,,0,,0.0,USD,,,
330,Pro Monthly,2024-07-25,2025-03-17,0,Monthly,15.0,USD,,,Switched tool
331,Free,2024-07-18,,0,,0.0,USD,,,
332,Free,2024-05-15,,0,,0.0,USD,,,
333,Free,2024-04-23,,0,,0.0,USD,,,
334,Free,2024-10-29,,0,,0.0,USD,,,
335,Pro Monthly,2024-07-01,2024-08-06,0,Monthly,15.0,USD,,,Switched tool
336,Pro Monthly,2024-11-07,,1,Monthly,15.0,USD,,,
337,Free,2024-12-17,,0,,0.0,USD,,,
338,Pro Monthly,2024-06-03,,1,Monthly,15.0,USD,,,
339,Pro Yearly,2024-04-14,2024-08-25,0,Yearly,150.0,USD,,,Low usage
340,Free,2024-12-13,,0,,0.0,USD,,,
341,Free,2024-08-19,,0,,0.0,USD,,,
342,Pro Monthly,2024-05-08,2024-12-19,0,Monthly,15.0,USD,,,Price too high
343,Pro Monthly,2024-08-24,,1,Monthly,15.0,USD,,,
344,Pro Monthly,2024-08-06,2025-03-02,0,Monthly,15.0,USD,,,Billing issue
345,Free,2024-11-26,,0,,0.0,USD,,,
346,Free,2024-04-03,,0,,0.0,USD,,,
347,Teams,2025-01-11,,1,Monthly,30.0,USD,,,
348,Pro Monthly,2024-12-20,,1,Monthly,15.0,USD,,,
349,Pro Yearly,2024-03-15,,1,Yearly,150.0,USD,,,
350,Free,2024-03-01,,0,,0.0,USD,,,
351,Free,2024-07-13,,0,,0.0,USD,,,
352,Free,2024-01-17,,0,,0.0,USD,,,
353,Free,2024-04-19,,0,,0.0,USD,,,
354,Free,2024-06-07,,0,,0.0,USD,,,
355,Free,2024-12-19,,0,,0.0,USD,,,
356,Free,2024-12-28,,0,,0.0,USD,,,
357,Free,2024-02-25,,0,,0.0,USD,,,
358,Pro Monthly,2024-12-07,,1,Monthly,15.0,USD,,,
359,Free,2024-02-03,,0,,0.0,USD,,,
360,Pro Yearly,2024-10-09,2025-03-12,0,Yearly,150.0,USD,,,Price too high
361,Free,2024-11-04,,0,,0.0,USD,,,
362,Free,2024-11-21,,0,,0.0,USD,,,
363,Pro Monthly,2024-04-05,2024-05-05,0,Monthly,15.0,USD,,,Temporary need
364,Free,2024-11-22,,0,,0.0,USD,,,
365,Pro Yearly,2024-02-18,2024-09-19,0,Yearly,150.0,USD,,,Low usage
366,Free,2024-07-08,,0,,0.0,USD,,,
367,Pro Monthly,2024-06-28,,1,Monthly,15.0,USD,,,
368,Free,2024-04-25,,0,,0.0,USD,,,
369,Pro Monthly,2024-01-24,,1,Monthly,15.0,USD,,,
370,Free,2024-10-08,,0,,0.0,USD,,,
371,Free,2024-05-02,,0,,0.0,USD,,,
372,Pro Monthly,2024-09-23,,1,Monthly,15.0,USD,,,
373,Free,2024-05-29,,0,,0.0,USD,,,
374,Pro Yearly,2024-06-04,,1,Yearly,150.0,USD,,,
375,Pro Monthly,2024-12-31,,1,Monthly,15.0,USD,,,
376,Pro Monthly,2024-02-07,2024-08-17,0,Monthly,15.0,USD,,,Switched tool
377,Free,2024-09-25,,0,,0.0,USD,,,
378,Teams,2024-11-08,2025-04-30,0,Monthly,30.0,USD,,,Billing issue
379,Free,2024-05-18,,0,,0.0,USD,,,
380,Free,2024-04-05,,0,,0.0,USD,,,
381,Free,2024-01-02,,0,,0.0,USD,,,
382,Teams,2024-12-18,,1,Monthly,30.0,USD,,,
383,Pro Monthly,2025-01-10,,1,Monthly,15.0,USD,,,
384,Free,2024-03-28,,0,,0.0,USD,,,
385,Pro Monthly,2024-02-14,,1,Monthly,15.0,USD,,,
386,Free,2024-02-14,,0,,0.0,USD,,,
387,Free,2024-01-25,,0,,0.0,USD,,,
388,Free,2024-10-30,,0,,0.0,USD,,,
389,Free,2024-11-21,,0,,0.0,USD,,,
390,Teams,2024-04-09,,1,Monthly,30.0,USD,,,
391,Pro Monthly,2024-10-17,,1,Monthly,15.0,USD,,,
392,Pro Monthly,2024-03-25,,1,Monthly,15.0,USD,,,
393,Free,2024-05-14,,0,,0.0,USD,,,
394,Free,2024-08-06,,0,,0.0,USD,,,
395,Free,2024-09-19,,0,,0.0,USD,,,
396,Free,2024-11-15,,0,,0.0,USD,,,
397,Free,2024-01-17,,0,,0.0,USD,,,
398,Free,2024-03-12,,0,,0.0,USD,,,
399,Pro Yearly,2024-05-02,,1,Yearly,150.0,USD,,,
400,Free,2024-04-23,,0,,0.0,USD,,,
401,Free,2024-12-30,,0,,0.0,USD,,,
402,Free,2024-10-10,,0,,0.0,USD,,,
403,Pro Yearly,2024-05-13,2024-08-09,0,Yearly,150.0,USD,,,Price too high
404,Free,2024-12-20,,0,,0.0,USD,,,
405,Free,2024-07-01,,0,,0.0,USD,,,
406,Free,2024-07-01,,0,,0.0,USD,,,
407,Pro Monthly,2024-06-13,,1,Monthly,15.0,USD,,,
408,Free,2024-02-22,,0,,0.0,USD,,,
409,Free,2024-12-07,,0,,0.0,USD,,,
410,Free,2024-01-06,,0,,0.0,USD,,,
411,Free,2024-03-04,,0,,0.0,USD,,,
412,Pro Yearly,2024-05-06,,1,Yearly,150.0,USD,,,
413,Teams,2024-04-28,2024-12-14,0,Monthly,30.0,USD,,,Price too high
414,Free,2024-02-18,,0,,0.0,USD,,,
415,Free,2024-01-07,,0,,0.0,USD,,,
416,Pro Yearly,2024-10-08,,1,Yearly,150.0,USD,,,
417,Free,2024-12-19,,0,,0.0,USD,,,
418,Free,2024-02-14,,0,,0.0,USD,,,
419,Free,2024-04-18,,0,,0.0,USD,,,
420,Pro Monthly,2024-07-31,,1,Monthly,15.0,USD,,,
421,Free,2024-12-04,,0,,0.0,USD,,,
422,Pro Monthly,2024-09-17,,1,Monthly,15.0,USD,,,
423,Pro Yearly,2024-11-09,2025-01-26,0,Yearly,150.0,USD,,,Price too high
424,Free,2024-07-31,,0,,0.0,USD,,,
425,Free,2024-06-01,,0,,0.0,USD,,,
426,Pro Monthly,2024-04-22,,1,Monthly,15.0,USD,,,
427,Pro Monthly,2024-11-19,,1,Monthly,15.0,USD,,,
428,Free,2024-10-20,,0,,0.0,USD,,,
429,Free,2024-01-10,,0,,0.0,USD,,,
430,Free,2024-09-18,,0,,0.0,USD,,,
431,Free,2024-01-31,,0,,0.0,USD,,,
432,Teams,2024-11-03,,1,Monthly,30.0,USD,,,
433,Pro Monthly,2024-11-11,2025-03-24,0,Monthly,15.0,USD,,,Low usage
434,Free,2024-02-17,,0,,0.0,USD,,,
435,Free,2024-06-07,,0,,0.0,USD,,,
436,Pro Monthly,2024-02-21,,1,Monthly,15.0,USD,,,
437,Pro Monthly,2024-08-18,2024-10-21,0,Monthly,15.0,USD,,,Price too high
438,Pro Monthly,2024-12-17,,1,Monthly,15.0,USD,,,
439,Free,2024-01-30,,0,,0.0,USD,,,
440,Free,2024-05-25,,0,,0.0,USD,,,
441,Free,2024-12-21,,0,,0.0,USD,,,
442,Free,2024-04-19,,0,,0.0,USD,,,
443,Teams,2024-02-26,,1,Monthly,30.0,USD,,,
444,Free,2024-06-27,,0,,0.0,USD,,,
445,Teams,2024-08-10,,1,Yearly,150.0,USD,Pro Yearly,,
446,Free,2024-08-29,,0,,0.0,USD,,,
447,Pro Monthly,2024-05-24,,1,Monthly,15.0,USD,,,
448,Free,2024-12-14,,0,,0.0,USD,,,
