user_id,signup_date,country,region,device_primary,acquisition_channel,persona_type,industry,is_team_account,is_student,status,last_active_date,churn_date,first_activation_date
54,2024-06-19,US,NA,Web,SEO,Student,Education,False,True,Churned,2025-02-01,1739577600000000000,
55,2024-06-30,India,APAC,Web,Referral,Creator,CreatorEconomy,False,False,Churned,2024-10-05,1728864000000000000,
56,2024-01-16,US,NA,iOS,Referral,Student,Education,False,True,Active,2025-01-01,,1706140800000000000
57,2024-07-18,Australia,Other,Web,Referral,SocialMediaManager,Agency,False,False,Dormant,2025-02-01,,1721952000000000000
58,2024-02-26,India,APAC,iOS,Referral,SocialMediaManager,Agency,False,False,Active,2024-05-30,,1709337600000000000
59,2024-09-28,US,NA,Web,Referral,SMBOwner,Business,False,False,Dormant,2025-02-01,,
60,2024-09-06,India,APAC,Web,Organic,Student,Education,False,True,Active,2025-02-01,,
61,2024-12-02,UK,EMEA,iOS,Organic,Student,Education,False,True,Active,2025-02-01,,
62,2024-09-28,India,APAC,iOS,Email,Student,Education,False,True,Active,2025-02-01,,
63,2024-05-13,India,APAC,Web,SEO,SocialMediaManager,Agency,False,False,Active,2024-08-26,,1716076800000000000
64,2024-12-19,Other,Other,Web,Organic,Student,Education,True,True,Active,2025-01-03,,
65,2024-05-29,Australia,Other,Android,SEO,Creator,CreatorEconomy,False,False,Active,2025-02-01,,
66,2024-04-28,UK,EMEA,Android,PaidSocial,SocialMediaManager,Agency,False,False,Reactivated,2024-11-24,,1714953600000000000
67,2024-11-26,Canada,NA,Web,Referral,SMBOwner,Business,False,False,Active,2025-01-31,,
68,2024-05-15,US,NA,Web,Referral,SocialMediaManager,Agency,False,False,Active,2024-11-23,,1715904000000000000
69,2024-01-28,India,APAC,iOS,Organic,Student,Education,False,True,Active,2024-11-07,,1706659200000000000
70,2024-06-20,US,NA,Web,SEO,SocialMediaManager,Agency,False,False,Active,2025-02-01,,
71,2024-10-17,Brazil,LATAM,Web,Organic,Student,Education,False,True,Active,2025-02-01,,
72,2024-03-10,Other,Other,Web,Referral,SocialMediaManager,Agency,False,False,Churned,2024-07-17,1721779200000000000,1710201600000000000
73,2024-06-17,UK,EMEA,Web,Organic,SocialMediaManager,Agency,True,False,Active,2025-02-01,,1719014400000000000
74,2024-02-17,US,NA,Android,PaidSocial,SocialMediaManager,Agency,False,False,Reactivated,2024-11-22,,1708300800000000000
75,2024-09-07,Canada,NA,Web,SEO,Creator,CreatorEconomy,False,False,Active,2025-02-01,,1726272000000000000
76,2024-06-22,UK,EMEA,Android,PaidSocial,Student,Education,False,True,Churned,2025-02-01,1739145600000000000,
77,2024-04-30,India,APAC,Web,SEO,SocialMediaManager,Agency,False,False,Active,2025-02-01,,1715212800000000000
78,2024-03-23,US,NA,Web,PaidSocial,Student,Education,True,True,Active,2024-04-04,,1711324800000000000
79,2024-07-25,India,APAC,iOS,PaidSocial,SocialMediaManager,Agency,False,False,Churned,2025-02-01,1739318400000000000,
80,2024-09-01,US,NA,Android,Organic,SMBOwner,Business,False,False,Active,2025-02-01,,1725494400000000000
81,2024-12-09,Australia,Other,Web,Organic,Student,Education,False,True,Active,2025-02-01,,1734307200000000000
82,2024-06-08,India,APAC,Web,SEO,SMBOwner,Business,False,False,Dormant,2024-11-30,,1718150400000000000
83,2024-02-28,UK,EMEA,Android,Organic,SocialMediaManager,Agency,True,False,Active,2024-07-02,,1709251200000000000
84,2024-10-30,India,APAC,Android,Referral,Student,Education,True,True,Active,2025-01-11,,1730332800000000000
85,2024-08-17,India,APAC,Android,Organic,Creator,CreatorEconomy,False,False,Churned,2025-01-14,1739059200000000000,1724025600000000000
86,2024-09-12,Canada,NA,Android,Referral,SocialMediaManager,Agency,False,False,Dormant,2025-02-01,,1726790400000000000
87,2024-02-05,US,NA,Web,Organic,Creator,CreatorEconomy,False,False,Churned,2024-12-04,1733529600000000000,1707782400000000000
88,2024-04-24,Brazil,LATAM,iOS,Referral,SocialMediaManager,Agency,True,False,Dormant,2025-02-01,,1714608000000000000
89,2024-10-07,UK,EMEA,Web,Organic,Creator,CreatorEconomy,False,False,Dormant,2025-02-01,,
90,2024-10-30,Brazil,LATAM,Web,SEO,Student,Education,True,True,Active,2025-02-01,,
91,2024-06-07,India,APAC,Android,Organic,SocialMediaManager,Agency,False,False,Active,2025-02-01,,
92,2024-10-20,UK,EMEA,Web,PaidSocial,Creator,CreatorEconomy,True,False,Churned,2025-02-01,1740355200000000000,1729900800000000000
93,2024-11-03,US,NA,Web,Organic,SocialMediaManager,Agency,False,False,Churned,2025-02-01,1740528000000000000,1731110400000000000
94,2024-05-21,Canada,NA,Web,Referral,SocialMediaManager,Agency,False,False,Dormant,2024-06-19,,1716768000000000000
95,2024-11-23,US,NA,Android,SEO,Creator,CreatorEconomy,False,False,Churned,2025-02-01,1739923200000000000,1732579200000000000
96,2024-04-15,India,APAC,Android,Email,SMBOwner,Business,False,False,Active,2024-12-14,,
97,2024-03-28,US,NA,Android,PaidSocial,SMBOwner,Business,False,False,Active,2024-10-03,,
98,2024-09-06,Canada,NA,Web,PaidSocial,SMBOwner,Business,False,False,Active,2025-02-01,,1725840000000000000
99,2024-08-20,India,APAC,Web,Referral,Creator,CreatorEconomy,False,False,Dormant,2024-12-13,,
100,2024-02-21,UK,EMEA,iOS,Organic,Creator,CreatorEconomy,True,False,Active,2025-02-01,,1708646400000000000
101,2024-10-30,Brazil,LATAM,Android,PaidSocial,SMBOwner,Business,False,False,Active,2024-12-14,,1730764800000000000
102,2024-03-13,India,APAC,Android,Organic,Student,Education,False,True,Active,2024-12-29,,
103,2024-10-20,US,NA,Web,PaidSocial,Student,Education,False,True,Active,2025-02-01,,
104,2024-01-03,Brazil,LATAM,Web,Organic,SMBOwner,Business,False,False,Active,2024-02-01,,1704844800000000000
105,2024-10-17,India,APAC,Web,SEO,Creator,CreatorEconomy,False,False,Active,2025-01-14,,1729382400000000000
106,2024-10-14,India,APAC,Android,PaidSocial,SocialMediaManager,Agency,True,False,Active,2025-02-01,,1729296000000000000
107,2024-10-11,UK,EMEA,iOS,SEO,Student,Education,False,True,Active,2025-02-01,,1728864000000000000
108,2024-08-30,US,NA,iOS,Organic,Student,Education,False,True,Active,2025-02-01,,
109,2024-06-21,Australia,Other,Web,SEO,SocialMediaManager,Agency,False,False,Active,2025-02-01,,1719100800000000000
110,2024-09-14,UK,EMEA,Android,Referral,Creator,CreatorEconomy,False,False,Active,2024-09-15,,
111,2024-04-11,US,NA,Android,Organic,Student,Education,False,True,Churned,2025-02-01,1739232000000000000,
112,2024-10-11,US,NA,Web,Organic,SMBOwner,Business,False,False,Active,2025-02-01,,1729123200000000000
113,2024-07-21,India,APAC,Android,Email,Creator,CreatorEconomy,True,False,Active,2024-10-18,,1722297600000000000
114,2024-06-16,US,NA,Android,Email,Creator,CreatorEconomy,False,False,Dormant,2024-10-04,,1719100800000000000
115,2024-07-03,India,APAC,Web,Organic,Student,Education,False,True,Active,2024-11-23,,
116,2024-07-26,Other,Other,Web,SEO,Creator,CreatorEconomy,False,False,Active,2025-02-01,,1722124800000000000
117,2024-01-14,India,APAC,Web,Organic,SMBOwner,Business,False,False,Dormant,2024-04-21,,
118,2024-02-21,India,APAC,Android,Email,Creator,CreatorEconomy,False,False,Active,2024-06-03,,
119,2024-03-30,Australia,Other,Web,SEO,Student,Education,True,True,Reactivated,2024-10-13,,1712102400000000000
120,2024-02-11,India,APAC,Web,SEO,SocialMediaManager,Agency,False,False,Active,2024-11-03,,1707868800000000000
121,2024-06-09,US,NA,Web,Organic,SMBOwner,Business,False,False,Dormant,2024-11-12,,
122,2024-08-31,Philippines,APAC,iOS,SEO,SocialMediaManager,Agency,False,False,Churned,2024-11-07,1732233600000000000,
123,2024-08-26,Australia,Other,iOS,Organic,SocialMediaManager,Agency,False,False,Churned,2024-10-05,1728345600000000000,
124,2024-06-20,India,APAC,iOS,Referral,SMBOwner,Business,True,False,Active,2025-02-01,,
125,2024-11-08,India,APAC,iOS,SEO,SMBOwner,Business,False,False,Active,2025-02-01,,1731110400000000000
126,2024-07-25,US,NA,Web,SEO,Student,Education,False,True,Active,2024-08-20,,
127,2024-01-29,US,NA,Web,Referral,SocialMediaManager,Agency,False,False,Active,2024-06-13,,1706918400000000000
128,2024-10-06,India,APAC,Android,Organic,Student,Education,False,True,Dormant,2024-10-14,,
129,2024-07-28,India,APAC,Android,Organic,Creator,CreatorEconomy,True,False,Active,2024-10-09,,
130,2024-08-19,Brazil,LATAM,Android,SEO,Creator,CreatorEconomy,False,False,Active,2024-10-06,,1724371200000000000
131,2024-07-25,India,APAC,Web,Referral,Student,Education,False,True,Dormant,2025-02-01,,1722556800000000000
132,2024-07-21,Australia,Other,iOS,Organic,Student,Education,False,True,Active,2024-12-08,,
133,2024-02-03,India,APAC,Web,Referral,Student,Education,False,True,Dormant,2024-04-06,,
134,2024-07-23,US,NA,Android,SEO,SocialMediaManager,Agency,False,False,Active,2025-02-01,,1721952000000000000
135,2024-10-17,US,NA,iOS,SEO,Creator,CreatorEconomy,False,False,Dormant,2025-02-01,,1729382400000000000
136,2024-04-20,India,APAC,Android,SEO,SocialMediaManager,Agency,False,False,Active,2024-10-12,,1713830400000000000
137,2024-08-08,UK,EMEA,Android,Organic,Student,Education,False,True,Dormant,2024-10-13,,
138,2024-01-12,India,APAC,Android,Organic,Student,Education,False,True,Active,2024-07-03,,
139,2024-05-06,Brazil,LATAM,Android,Referral,Student,Education,False,True,Dormant,2024-12-19,,1715558400000000000
140,2024-06-08,Canada,NA,iOS,SEO,Creator,CreatorEconomy,False,False,Active,2025-02-01,,
141,2024-12-24,India,APAC,Web,SEO,SMBOwner,Business,False,False,Active,2025-02-01,,1735344000000000000
142,2024-03-19,US,NA,Web,Email,SMBOwner,Business,False,False,Dormant,2024-10-09,,1711065600000000000
143,2024-04-10,Philippines,APAC,iOS,Organic,SocialMediaManager,Agency,False,False,Churned,2024-04-25,1714176000000000000,1713312000000000000
144,2024-05-29,US,NA,Android,SEO,Creator,CreatorEconomy,False,False,Active,2024-11-30,,
145,2024-12-28,US,NA,Android,Organic,SocialMediaManager,Agency,False,False,Dormant,2025-01-02,,
146,2024-11-07,Australia,Other,Web,Organic,Creator,CreatorEconomy,False,False,Active,2025-02-01,,
147,2024-01-13,India,APAC,Web,Email,Creator,CreatorEconomy,False,False,Dormant,2024-07-11,,1705622400000000000
148,2024-03-26,UK,EMEA,Android,Email,SocialMediaManager,Agency,False,False,Churned,2025-02-01,1738800000000000000,1711843200000000000
149,2024-10-26,India,APAC,iOS,Organic,Creator,CreatorEconomy,False,False,Dormant,2025-01-04,,
150,2024-01-22,UK,EMEA,Web,Email,Student,Education,False,True,Active,2024-04-19,,
151,2024-11-08,US,NA,Web,Organic,SMBOwner,Business,False,False,Active,2025-02-01,,
152,2024-04-12,India,APAC,Web,Email,Student,Education,True,True,Active,2024-06-07,,
153,2024-11-30,Brazil,LATAM,Android,Referral,SocialMediaManager,Agency,False,False,Active,2024-12-21,,1733702400000000000
154,2024-04-17,US,NA,Web,Organic,Student,Education,False,True,Dormant,2024-10-13,,
155,2024-06-07,India,APAC,Android,SEO,Student,Education,False,True,Dormant,2024-09-02,,1718323200000000000
156,2024-08-29,Canada,NA,Web,Referral,Student,Education,True,True,Dormant,2025-02-01,,
157,2024-02-16,US,NA,Web,Organic,SocialMediaManager,Agency,False,False,Active,2024-03-20,,1708128000000000000
158,2024-07-22,India,APAC,Web,Organic,SMBOwner,Business,True,False,Dormant,2024-07-29,,1721865600000000000
159,2024-07-03,UK,EMEA,Web,PaidSocial,SocialMediaManager,Agency,False,False,Active,2024-09-22,,1720137600000000000
160,2024-10-13,Other,Other,iOS,Organic,SocialMediaManager,Agency,False,False,Active,2025-02-01,,1728950400000000000
161,2024-12-29,India,APAC,iOS,Organic,Creator,CreatorEconomy,False,False,Active,2025-02-01,,1735689600000000000
162,2024-08-30,Brazil,LATAM,Android,Organic,Creator,CreatorEconomy,False,False,Active,2024-12-11,,1725235200000000000
163,2024-05-29,UK,EMEA,iOS,PaidSocial,Student,Education,False,True,Active,2025-01-01,,
164,2024-05-28,India,APAC,Web,Organic,SocialMediaManager,Agency,False,False,Churned,2025-01-18,1739145600000000000,
165,2024-06-01,Canada,NA,iOS,SEO,SMBOwner,Business,False,False,Active,2024-11-09,,
166,2024-10-24,US,NA,Android,Organic,SMBOwner,Business,False,False,Active,2024-12-26,,1730419200000000000
167,2024-04-27,Australia,Other,Android,Organic,SocialMediaManager,Agency,False,False,Active,2024-09-08,,1714608000000000000
168,2024-03-01,UK,EMEA,Android,PaidSocial,SMBOwner,Business,False,False,Active,2025-01-13,,1709510400000000000
169,2024-05-02,India,APAC,Web,Organic,Student,Education,False,True,Active,2025-01-13,,1715299200000000000
170,2024-01-09,India,APAC,Web,PaidSocial,SocialMediaManager,Agency,False,False,Dormant,2024-05-18,,1705449600000000000
171,2024-02-08,US,NA,Web,SEO,SMBOwner,Business,False,False,Active,2024-12-31,,1707436800000000000
172,2024-02-02,US,NA,Web,PaidSocial,SMBOwner,Business,False,False,Active,2024-04-10,,1707091200000000000
173,2024-10-08,Philippines,APAC,Android,Organic,Creator,CreatorEconomy,False,False,Active,2024-12-07,,1728777600000000000
174,2024-09-20,Brazil,LATAM,iOS,Referral,Student,Education,True,True,Active,2024-09-27,,1726876800000000000
175,2024-09-11,Brazil,LATAM,Web,Organic,Student,Education,False,True,Active,2024-10-14,,1726617600000000000
176,2024-06-17,US,NA,Android,Referral,Student,Education,False,True,Active,2024-10-07,,
177,2024-09-18,India,APAC,Android,Organic,Student,Education,False,True,Churned,2024-10-07,1729209600000000000,1727395200000000000
178,2024-02-28,Canada,NA,Web,Organic,Student,Education,True,True,Dormant,2024-07-15,,
179,2024-11-24,India,APAC,Web,SEO,SocialMediaManager,Agency,True,False,Active,2024-12-19,,1732838400000000000
180,2024-07-01,India,APAC,Web,Organic,SocialMediaManager,Agency,False,False,Active,2024-07-13,,1720483200000000000
181,2024-12-08,India,APAC,Android,SEO,SMBOwner,Business,True,False,Active,2025-02-01,,1734048000000000000
182,2024-02-25,Philippines,APAC,Web,Referral,SocialMediaManager,Agency,False,False,Churned,2024-09-14,1727395200000000000,
183,2024-06-30,Canada,NA,Web,Referral,Student,Education,False,True,Active,2025-02-01,,
184,2024-09-11,India,APAC,Web,PaidSocial,SMBOwner,Business,False,False,Active,2025-02-01,,
185,2024-06-29,Philippines,APAC,iOS,Email,Student,Education,False,True,Churned,2025-02-01,1739923200000000000,1719964800000000000
186,2024-06-11,Australia,Other,iOS,SEO,Creator,CreatorEconomy,False,False,Active,2024-12-07,,1718409600000000000
187,2024-03-01,UK,EMEA,Web,Organic,Student,Education,False,True,Reactivated,2024-06-08,,
188,2024-05-19,India,APAC,Android,Referral,SocialMediaManager,Agency,False,False,Active,2024-07-06,,1716336000000000000
189,2024-03-28,India,APAC,iOS,Organic,Creator,CreatorEconomy,False,False,Active,2024-09-22,,1711670400000000000
190,2024-04-20,India,APAC,Web,Organic,SMBOwner,Business,False,False,Active,2024-09-06,,1714089600000000000
191,2024-09-06,UK,EMEA,Web,Organic,SMBOwner,Business,False,False,Churned,2025-02-01,1740441600000000000,
192,2024-08-18,US,NA,Web,Organic,SMBOwner,Business,False,False,Active,2025-02-01,,1724457600000000000
193,2024-08-09,India,APAC,Web,Organic,Student,Education,False,True,Active,2024-08-28,,1723420800000000000
194,2024-05-12,India,APAC,iOS,Organic,SMBOwner,Business,False,False,Active,2024-09-19,,1715558400000000000
195,2024-12-16,US,NA,iOS,SEO,Creator,CreatorEconomy,False,False,Active,2025-02-01,,1734480000000000000
196,2024-02-01,Brazil,LATAM,Android,Referral,Creator,CreatorEconomy,False,False,Dormant,2024-11-16,,1707177600000000000
197,2024-05-05,India,APAC,Web,Email,SocialMediaManager,Agency,False,False,Active,2024-11-17,,1714953600000000000
198,2024-02-13,Canada,NA,iOS,Organic,SocialMediaManager,Agency,False,False,Dormant,2024-03-29,,1708300800000000000
199,2024-05-03,Other,Other,Web,Organic,Creator,CreatorEconomy,False,False,Dormant,2025-02-01,,1714867200000000000
200,2024-12-17,Canada,NA,Web,SEO,SocialMediaManager,Agency,False,False,Active,2025-01-30,,1734739200000000000
201,2024-05-13,US,NA,Web,Organic,Student,Education,False,True,Dormant,2025-02-01,,
202,2024-11-27,Canada,NA,iOS,Organic,Student,Education,False,True,Active,2025-02-01,,
203,2024-06-29,Brazil,LATAM,Android,PaidSocial,Student,Education,True,True,Churned,2025-01-01,1737504000000000000,
204,2024-09-12,Australia,Other,Android,Referral,SocialMediaManager,Agency,False,False,Active,2025-02-01,,1726790400000000000
205,2024-06-15,India,APAC,Android,Organic,Student,Education,False,True,Active,2024-06-23,,
206,2024-04-07,India,APAC,Web,PaidSocial,Student,Education,False,True,Churned,2024-12-05,1734307200000000000,1712793600000000000
207,2024-10-05,India,APAC,Web,PaidSocial,Student,Education,False,True,Dormant,2024-11-29,,
208,2024-12-19,India,APAC,iOS,Referral,Creator,CreatorEconomy,False,False,Active,2025-02-01,,1734825600000000000
209,2024-04-06,Canada,NA,iOS,Organic,Student,Education,False,True,Active,2024-10-10,,
210,2024-10-11,India,APAC,Android,Referral,Student,Education,False,True,Churned,2025-02-01,1739232000000000000,
211,2024-04-05,Canada,NA,Web,Referral,SocialMediaManager,Agency,False,False,Churned,2025-01-16,1739318400000000000,1712361600000000000
212,2024-09-18,UK,EMEA,iOS,Organic,Student,Education,False,True,Dormant,2025-02-01,,
213,2024-10-14,US,NA,Web,PaidSocial,Creator,CreatorEconomy,False,False,Active,2025-02-01,,1729036800000000000
214,2024-06-13,India,APAC,Web,PaidSocial,Creator,CreatorEconomy,False,False,Active,2024-07-12,,1718409600000000000
215,2024-09-25,India,APAC,Web,Organic,SocialMediaManager,Agency,False,False,Reactivated,2025-02-01,,
216,2024-04-09,India,APAC,Web,SEO,SocialMediaManager,Agency,False,False,Active,2024-06-10,,1712966400000000000
217,2024-01-29,Philippines,APAC,Android,SEO,SocialMediaManager,Agency,False,False,Churned,2025-01-08,1737331200000000000,1706572800000000000
218,2024-02-05,India,APAC,Android,Referral,Student,Education,True,True,Active,2024-12-17,,
219,2024-06-12,India,APAC,Web,Organic,Student,Education,False,True,Dormant,2024-10-02,,
220,2024-11-25,India,APAC,Web,SEO,Student,Education,False,True,Active,2024-12-23,,1732924800000000000
221,2024-02-16,UK,EMEA,Android,Organic,Student,Education,False,True,Active,2025-01-11,,
222,2024-06-15,UK,EMEA,Web,PaidSocial,SMBOwner,Business,False,False,Active,2024-10-24,,1718668800000000000
223,2024-09-13,Other,Other,Web,PaidSocial,Student,Education,False,True,Churned,2025-02-01,1739491200000000000,1726358400000000000
224,2024-03-14,India,APAC,Web,SEO,Student,Education,False,True,Dormant,2024-04-13,,
225,2024-09-20,India,APAC,iOS,SEO,SocialMediaManager,Agency,False,False,Dormant,2024-12-21,,
226,2024-04-21,Australia,Other,iOS,Organic,SocialMediaManager,Agency,False,False,Reactivated,2024-09-16,,1714435200000000000
227,2024-10-22,India,APAC,Web,Organic,Student,Education,False,True,Active,2024-12-07,,
228,2024-07-30,India,APAC,Android,PaidSocial,Student,Education,False,True,Churned,2025-01-09,1737244800000000000,
229,2024-07-18,Philippines,APAC,iOS,Organic,Student,Education,False,True,Active,2025-02-01,,
230,2024-03-05,US,NA,Web,Referral,Student,Education,True,True,Active,2024-05-09,,1710288000000000000
231,2024-06-18,US,NA,iOS,PaidSocial,Creator,CreatorEconomy,False,False,Active,2024-11-18,,1718755200000000000
232,2024-11-08,Other,Other,Android,Referral,Creator,CreatorEconomy,False,False,Reactivated,2024-12-07,,
233,2024-01-08,India,APAC,Android,Organic,SocialMediaManager,Agency,False,False,Dormant,2024-09-04,,
234,2024-10-03,India,APAC,Android,SEO,SocialMediaManager,Agency,False,False,Active,2025-02-01,,1728172800000000000
235,2024-06-28,India,APAC,Web,Organic,SMBOwner,Business,False,False,Reactivated,2024-12-31,,1720051200000000000
236,2024-09-19,India,APAC,Android,Email,SMBOwner,Business,False,False,Dormant,2025-02-01,,
237,2024-08-30,US,NA,Android,PaidSocial,Student,Education,False,True,Dormant,2025-02-01,,
238,2024-06-06,Brazil,LATAM,Web,PaidSocial,Student,Education,False,True,Active,2025-02-01,,1717977600000000000
239,2024-04-22,Other,Other,Android,PaidSocial,SocialMediaManager,Agency,False,False,Active,2025-02-01,,
240,2024-08-16,Canada,NA,iOS,Organic,SMBOwner,Business,False,False,Active,2025-02-01,,1723852800000000000
241,2024-02-21,Philippines,APAC,iOS,PaidSocial,Student,Education,False,True,Dormant,2024-12-25,,1709078400000000000
242,2024-08-01,US,NA,Android,Referral,Student,Education,False,True,Active,2024-08-26,,
243,2024-02-04,India,APAC,Web,Organic,SocialMediaManager,Agency,False,False,Active,2024-03-19,,
244,2024-08-25,India,APAC,Web,Email,Student,Education,False,True,Active,2025-01-31,,
245,2024-08-17,US,NA,Web,Referral,SocialMediaManager,Agency,False,False,Active,2024-10-06,,1724025600000000000
246,2024-01-31,India,APAC,iOS,Email,SMBOwner,Business,False,False,Churned,2024-12-03,1734134400000000000,1707350400000000000
247,2024-10-03,India,APAC,Android,Referral,SocialMediaManager,Agency,False,False,Active,2025-02-01,,1728432000000000000
248,2024-05-31,Philippines,APAC,iOS,Organic,Student,Education,False,True,Active,2025-01-03,,
249,2024-10-14,India,APAC,Web,SEO,Student,Education,False,True,Active,2025-02-01,,
250,2024-01-16,Canada,NA,iOS,Organic,Creator,CreatorEconomy,False,False,Active,2024-11-23,,1705536000000000000
251,2024-03-06,India,APAC,iOS,Referral,SocialMediaManager,Agency,True,False,Active,2024-09-29,,1710288000000000000
252,2024-06-29,US,NA,Android,Organic,Student,Education,False,True,Active,2025-02-01,,1720396800000000000
